numero_item,descricao,tipo,marca,modelo,quantidade,unidade,valor_unitario,valor_total,fornecedor,cnpj_fornecedor,especificacoes,observacoes,raw_descricao,arquivo_origem
8,"Placa mãe, LGA 1155, DDR3 para desktop",produto,MSI,,7.0,UNID,178.57,1249.99,,,[],,"Placa mãe, LGA 1155, DDR3 para desktop",Ata#1004 - BLL_llm.json
9,"Placa mãe, LGA 1150, DDR3 para desktop",produto,MSI,,7.0,UNID,200.0,1400.0,,,[],,"Placa mãe, LGA 1150, DDR3 para desktop",Ata#1004 - BLL_llm.json
10,"Placa mãe, DDR4 para desktop",produto,MSI,,7.0,UNID,800.0,5600.0,,,[],,"Placa mãe, DDR4 para desktop",Ata#1004 - BLL_llm.json
11,"Placa mãe, LGA 1200, DDR4 para desktop",produto,MSI,,,UNID,,,,,[],,"Placa mãe, LGA 1200, DDR4 para desktop",Ata#1004 - BLL_llm.json
12,Hd externo 1tb 3.0,produto,WD,,7.0,UNID,800.0,5600.0,,,"['HD externo', '1TB', '3.0 USB']",,"Item: 12; Unidade: UNID; Marca: WD; Descrição: Hd externo 1tb 3.0; Quantidade: 7; Valor Unit.: 800,00; Total Item: 5.600,00",Ata#1004 - BLL_llm.json
13,Hd interno 1TB,produto,WD,,7.0,UNID,200.0,1400.0,,,"['HD interno', '1TB']",,"Item: 13; Unidade: UNID; Marca: WD; Descrição: Hd interno 1TB; Quantidade: 7; Valor Unit.: 200,00; Total Item: 1.400,00",Ata#1004 - BLL_llm.json
14,Hd ssd120gb,produto,WD,,7.0,UNID,600.0,4200.0,,,"['HD SSD', '120GB']",,"Item: 14; Unidade: UNID; Marca: WD; Descrição: Hd ssd120gb; Quantidade: 7; Valor Unit.: 600,00; Total Item: 4.200,00",Ata#1004 - BLL_llm.json
15,HD SSD 240GB,produto,WD,,7.0,UNID,120.0,840.0,,,"['HD SSD', '240GB']",,"Item: 15; Unidade: UNID; Marca: WD; Descrição: HD SSD 240GB; Quantidade: 7; Valor Unit.: 120,00; Total Item: 840,00",Ata#1004 - BLL_llm.json
16,HD SSD 480GB,produto,WD,,17.0,UNID,250.0,4250.0,,,"['HD SSD', '480GB']",,"Item: 16; Unidade: UNID; Marca: WD; Descrição: HD SSD 480GB; Quantidade: 17; Valor Unit.: 250,00; Total Item: 4.250,00",Ata#1004 - BLL_llm.json
11,Processador core i5 3 geração ddr3,produto,Intel,,5.0,UNID,214.7,1073.5,,,"['Intel Core i5', '3ª geração', 'DDR3']",,"Item: 11; Unidade: UNID; Marca: Intel; Descrição: Processador core i5 3 geração ddr3; Quantidade: 5; Valor Unit.: 214,70; Total Item: 1.073,50",Ata#1004 - BLL_llm.json
12,Processador core i5 4 geração ddr3,produto,Intel,,5.0,UNID,214.7,1073.5,,,"['Intel Core i5', '4ª geração', 'DDR3']",,"Item: 12; Unidade: UNID; Marca: Intel; Descrição: Processador core i5 4 geração ddr3; Quantidade: 5; Valor Unit.: 214,70; Total Item: 1.073,50",Ata#1004 - BLL_llm.json
13,Processador core i5 4 geração ddr3,produto,Intel,,5.0,UNID,76.3,381.5,,,"['Intel Core i5', '4ª geração', 'DDR3']",,"Item: 13; Unidade: UNID; Marca: Intel; Descrição: Processador core i5 4 geração ddr3; Quantidade: 5; Valor Unit.: 76,30; Total Item: 381,50",Ata#1004 - BLL_llm.json
14,Processador core i5 4 geração ddr3,produto,Intel,,5.0,UNID,76.3,381.5,,,"['Intel Core i5', '4ª geração', 'DDR3']",,"Item: 14; Unidade: UNID; Marca: Intel; Descrição: Processador core i5 4 geração ddr3; Quantidade: 5; Valor Unit.: 76,30; Total Item: 381,50",Ata#1004 - BLL_llm.json
15,Processador core i5 4 geração ddr3,produto,Intel,,5.0,UNID,171.7,858.5,,,"['Intel Core i5', '4ª geração', 'DDR3']",,"Item: 15; Unidade: UNID; Marca: Intel; Descrição: Processador core i5 4 geração ddr3; Quantidade: 5; Valor Unit.: 171,70; Total Item: 858,50",Ata#1004 - BLL_llm.json
21,Cartão de memória 16gb,produto,Multilaser,,5.0,UNID,29.0,145.0,Multilaser,,[],,"Item: 21 Unidade: UNID Marca: Multilaser | Descrição: Cartão de memória 16gb | Quantidade: 5 Val. Ref.: 0,00 | Total Item: 145,00 Valor Unit.: 29,00",Ata#1004 - BLL_llm.json
22,Cartão de memória 16gb,produto,Multilaser,,5.0,UNID,46.7,233.5,Multilaser,,[],,"Item: 22 Unidade: UNID Marca: Multilaser | Descrição: Cartão de memória 16gb | Quantidade: 5 Val. Ref.: 0,00 | Total Item: 233,50 Valor Unit.: 46,70",Ata#1004 - BLL_llm.json
23,Cartão de memória 64gb,produto,Multilaser,,6.0,UNID,61.0,366.0,Multilaser,,[],,"Item: 23 Unidade: UNID Marca: Multilaser Descrição: Cartão de memória 64gb Quantidade: 6 Valor Unit.: 61,00",Ata#1004 - BLL_llm.json
24,Cartão de memória 128gb,produto,Multilaser,,6.0,UNID,61.0,366.0,Multilaser,,[],,"Item: 24 Unidade: UNID Marca: Multilaser Descrição: Cartão de memória 128gb Quantidade: 6 Valor Unit.: 61,00",Ata#1004 - BLL_llm.json
25,Cartão de memória 256gb,produto,Multilaser,Multilaser,6.0,UNID,111.6,669.6,,,[],,Descrição: Cartão de memória 256gb,Ata#1004 - BLL_llm.json
26,Hub 4 portas,produto,Multilaser,Multilaser,4.0,UNID,28.6,114.4,,,[],,Descrição: Hub 4 portas,Ata#1004 - BLL_llm.json
27,Hub 7 portas,produto,Multilaser,Multilaser,4.0,UNID,47.7,190.8,,,[],,Descrição: Hub 7 portas,Ata#1004 - BLL_llm.json
28,Switch 8 portas,produto,Intelbras,Intelbras,5.0,UNID,166.9,834.5,,,[],,Descrição: Switch 8 portas,Ata#1004 - BLL_llm.json
29,Switch 16 portas,produto,Intelbras,Intelbras,5.0,UNID,677.5,3387.5,,,[],,Descrição: Switch 16 portas,Ata#1004 - BLL_llm.json
30,Switch 24 portas,produto,Intelbras,Intelbras,3.0,UNID,959.0,2877.0,,,[],,Descrição: Switch 24 portas,Ata#1004 - BLL_llm.json
31,Carregador para notebook,produto,Multilaser,Multilaser,20.0,UNID,114.5,2290.0,,,[],,Descrição: Carregador para notebook,Ata#1004 - BLL_llm.json
36,Leitor de Código de Barras 1D,produto,,,6.0,,190.8,1144.8,,,[],,Descrição: Leitor de Código de Barras 1D,Ata#1004 - BLL_llm.json
37,Impressora Térmica 80 Colunas,produto,Elgin,Elgin,2.0,UNID,667.0,1334.0,,,[],,Descrição: Impressora Térmica 80 Colunas,Ata#1004 - BLL_llm.json
38,"IMPRESSORA MULTIFUNCIONAL Tanque de Tinta, com book, Tecnologia de impressão: Jato de tinta Heat-FreeMicroPiezo, Resolução mínima de impressão: 5760 x 1440 dpi, Velocidade de impressão ISO: 10 ppm em preto e 5 ppm em cores (A4/carta), Velocidade de impressão: Até 33 ppm em preto e 15 ppm em cores (rascunho, A4/carta). Velocidade de cópia ISO: 7,7 cpm em preto e 3,8 cpm em cores (A4/carta). Especificações do scanner: Resolução óptica: 1.200 dpi x 2.400 dpi, Velocidade de digitalização: 11 segundos por página em preto e 28 segundos por página em cores (200 dpi). Capacidade de entrada de papel: 100 folhas de papel A4 Capacidade de bandeja de saída: 30 folhas de papel A4. Garantia mínima de 12 meses.",produto,Epson,Epson,6.0,UNID,1525.8,9154.8,,,[],,"Descrição:  IMPRESSORA MULTIFUNCIONAL Tanque de Tinta, com book, Tecnologia de impressão: Jato de tinta Heat-FreeMicroPiezo, Resolução mínima de impressão: 5760 x 1440 dpi, Velocidade de impressão ISO: 10 ppm em preto e 5 ppm em cores (A4/carta), Velocidade de impressão: Até 33 ppm em preto e 15 ppm em cores (rascunho, A4/carta). Velocidade de cópia ISO: 7,7 cpm em preto e 3,8 cpm em cores (A4/carta). Especificações do scanner: Resolução óptica: 1.200 dpi x 2.400 dpi, Velocidade de digitalização: 11 segundos por página em preto e 28 segundos por página em cores (200 dpi). Capacidade de entrada de papel: 100 folhas de papel A4 Capacidade de bandeja de saída: 30 folhas de papel A4. Garantia mínima de 12 meses.",Ata#1004 - BLL_llm.json
39,"IMPRESSORA multifuncional, com cartucho de toner; Laser monocromático; com visor; Voltagem: 127V; Velocidade mínima impressão 30 ppm; Resolução de copia 600 x 600 dpi; bandeja de entrada para 250 folhas; Digitaliação, Garantia mínima de 12 meses.",produto,Epson,Epson,6.0,UNID,1956.2,11737.2,,,[],,"Descrição:  IMPRESSORA multifuncional, com cartucho de toner; Laser monocromático; com visor; Voltagem: 127V; Velocidade mínima impressão 30 ppm; Resolução de copia 600 x 600 dpi; bandeja de entrada para 250 folhas; Digitalização, Garantia mínima de 12 meses.",Ata#1004 - BLL_llm.json
40,"Placa de vídeo 4GB DDR5, resolução 128bits.",produto,Vxpro,Vxpro,4.0,UNID,1903.7,7614.8,,,[],,"Descrição:  Placa de vídeo 4GB DDR5, resolução 128bits.",Ata#1004 - BLL_llm.json
41,"Computador com processador core i3 no mínimo 6 geração ddr4, SSD 120GB, 8gb de memória ddr4, teclado, mouse e monitor de ¶ Garantia mínima de 12 meses.",produto,Pixxo,Pixxo,7.0,UNID,1697.6,11883.2,,,[],,"Descrição:  Computador com processador core i3 no mínimo 6 geração ddr4, SSD 120GB, 8gb de memória ddr4, teclado, mouse e monitor de ¶ Garantia mínima de 12 meses.",Ata#1004 - BLL_llm.json
42,"Computador com processador core i5 no mínimo 6 geração ddr4, SSD 120GB, 8gb de memoria ddr4, teclado, mouse e monitor de ¶ Garantia mínima de 12 meses.",produto,Pixxo,Pixxo,7.0,UNID,1938.5,13569.5,,,[],,"Descrição:  Computador com processador core i5 no mínimo 6 geração ddr4, SSD 120GB, 8gb de memoria ddr4, teclado, mouse e monitor de ¶ Garantia mínima de 12 meses.",Ata#1004 - BLL_llm.json
43,"Notebook core i3 4gb de memória, SSD 120GB no mínimo 8 geração ddr4, Garantia mínima de 12 meses.",produto,Lenovo,Lenovo,5.0,UNID,2652.8,13264.0,,,[],,"Descrição:  Notebook core i3 4gb de memória, SSD 120GB no mínimo 8 geração ddr4, Garantia mínima de 12 meses.",Ata#1004 - BLL_llm.json
44,"Notebook core i5 8gb de memória, SSD 120GB no mínimo 8 geração ddr4 com hdssd 120gb, Garantia mínima de 12 meses.",produto,Lenovo,Lenovo,5.0,UNID,3338.9,16694.5,,,[],,"Descrição:  Notebook core i5 8gb de memória, SSD 120GB no mínimo 8 geração ddr4 com hdssd 120gb, Garantia mínima de 12 meses.",Ata#1004 - BLL_llm.json
1,Switch SAN de 48 portas SFP+ 32 Gbps para Site,produto,CISCO,MDS9148T,2.0,UNID,253145.02,506290.04,WISEPATH TECNOLOGIA LTDA,50.420.622/0001-47,"['48 portas SFP+', '32 Gbps', 'Site', 'Marca CISCO', 'Modelo MDS9148T']",,Switch SAN de 48 portas SFP+ 32 Gbps para Site,Ata#1018_llm.json
2,"Switch SAN de 48 portas SFP+ 32 Gbps para Site Secundário, com no mínimo 24 portas licenciadas. MARCA CISCO, MODELO MDS9148T",produto,CISCO,MDS9148T,2.0,UNID,138928.95,277857.9,WISEPATH TECNOLOGIA LTDA,50.420.622/0001-47,"['48 portas SFP+', '32 Gbps', 'Site Secundário', 'Portas licenciadas: no mínimo 24', 'Marca CISCO', 'Modelo MDS9148T']",,"Switch SAN de 48 portas SFP+ 32 Gbps para Site Secundário, com no mínimo 24 portas licenciadas. MARCA CISCO, MODELO MDS9148T",Ata#1018_llm.json
3,"Transceivers Long Wave Length (LWL), de no mínimo, 16 Gbps. MARCA CISCO, MODELO DS-SFP-FC16G-LW.P16 GBPS FIBRE CHAN- NEL LW SFP+, LC",produto,CISCO,"DS-SFP-FC16G-LW.P16 GBPS FIBRE CHAN LW SFP+, LC",12.0,UNID,17031.83,204381.96,WISEPATH TECNOLOGIA LTDA,50.420.622/0001-47,"['Transceivers Long Wave Length (LWL)', '16 Gbps', 'Marca CISCO', 'Modelo DS-SFP-FC16G-LW.P16GBPSFIBRECHANNELLWSFP+LC']",,"Transceivers Long Wave Length (LWL), de no mínimo, 16 Gbps. MARCA CISCO, MODELO DS-SFP-FC16G- LW.P16 GBPS FIBRE CHAN- NEL LW SFP+, LC",Ata#1018_llm.json
1,CARRINHO TRANSPORTE PESOCAPACIDADE DE CARGA: 120 KG;TIPO DE RODA: TRIPLA EM EIXO CENTRAL COM PNEU BORRACHA;MATERIAL: AÇO CARBONO;ALÇA RETRÁTIL: SIM;EMPUNHADURA: POLIPROPILENO COM PROTETOR;PROTEÇÃO NAS RODAS: SIM;ALTURA: 1130MM;LARGURA: 680MM;COMPRIMENTO: 490MM;BASE INFERIOR ARTICULADA : 290 X 310MM;,,,,1.0,UN,1297.31,1297.31,,,[],,"Item: 1
Unidade: UN
Num: 997
Descrição:  CARRINHO TRANSPORTE PESOCAPACIDADE DE CARGA: 120 KG;TIPO DE RODA: TRIPLA EM EIXO CENTRAL COM PNEU BORRACHA;MATERIAL: AÇO CARBONO;ALÇA RETRÁTIL: SIM;EMPUNHADURA: POLIPROPILENO COM PROTETOR;PROTEÇÃO NAS RODAS: SIM;ALTURA: 1130MM;LARGURA: 680MM;COMPRIMENTO: 490MM;BASE INFERIOR ARTICULADA : 290 X 310MM;

Quantidade: 1
Val. Ref.: 1.300,00
Total Item: 1.297,31
Valor Unit.: 1.297,31",Ata#1179 - BLL_llm.json
3,,,reisan,4x4,1.0,UN,910.23,910.23,,,[],,"Item: 3
Unidade: UN
Marca: reisan
Modelo: 4x4
Quant.: 1
Total: 910,23",Ata#1179 - BLL_llm.json
547,"ESCADA MULTIFUNÇÃO ARTICULADAMontagem: SISTEMA DE TRAVAMENTO DE ARTICULAÇÕES MONTANTES E DEGRAUS DE DURALUMÍNIO DE ALTA RESISTÊNCIAARTICULAÇÕES DE AÇO GALVANIZADOPOSIÇÕES: ANDAIME / PINTOR, DE ABRIR / SINGELA, DE ENCOSTAR SAPATAS: BORRACHA ANTIDERRAPANTESBASE: LARGURA SUPERIOR À DIMENSÃO DO CORPODIMENSÕES (M): ALTURA FECHADA 1,14 / ALTURA ABERTA PINTOR 1,91 /ALTURA ESTENDIDA 4,23 / ALTURA ANDAIME 1,11 LARGURA DA ESCADA: 38 CMLARGURA DA BASE DA ESCADA: 63 CMDEGRAUS 4 X 4CAPACIDADE ADMISSÍVEL: 150KGPESO MÁXIMO: 12,500 KG",,,,1.0,,910.23,910.23,,,[],,"LOTE 3

Num: 547
Lance: 910,23
Descrição:  ESCADA MULTIFUNÇÃO ARTICULADAMONTAGEM: SISTEMA DE TRAVAMENTO DE ARTICULAÇÕES MONTANTES E DEGRAUS DE DURALUMÍNIO DE ALTA RESISTÊNCIAARTICULAÇÕES DE AÇO GALVANIZADOPOSIÇÕES: ANDAIME / PINTOR, DE ABRIR / SINGELA, DE ENCOSTAR SAPATAS: BORRACHA ANTIDERRAPANTESBASE: LARGURA SUPERIOR À DIMENSÃO DO CORPODIMENSÕES (M): ALTURA FECHADA 1,14 / ALTURA ABERTA PINTOR 1,91 /ALTURA ESTENDIDA 4,23 / ALTURA ANDAIME 1,11 LARGURA DA ESCADA: 38 CM LARGURA DA BASE DA ESCADA: 63 CM DEGRAUS 4 X 4 CAPACIDADE ADMISSÍVEL: 150

KGPESO MÁXIMO: 12,500 KG

Quantidade: 1
Val. Ref.: 1.042,92
Total Item: 910,23
Valor Unit.: 910,23",Ata#1179 - BLL_llm.json
4,,,nagano,102067126,1.0,UN,920.88,920.88,,,[],,"Item: 4
Unidade: UN
Marca: nagano
Modelo: 102067126
Quant.: 1
Total: 920,88",Ata#1179 - BLL_llm.json
5,"ESMERILHADEIRA ANGULARDIMENSÕES MÁXIMAS: COMPRIMENTO 280MM LARGURA 100MMPOTÊNCIA NOMINAL ABSORVIDA: 900 WNº DE ROTAÇÕES EM VAZIO: DE 2.800 A 11.000 RPM VIA SELETORØ DO DISCO : 125 MMTENSÃO ELÉTRICA: 127 VPOTÊNCIA ÚTIL MÍNIMA: 450 WTIPO DE ROSCA DO EIXO DE ESMERILHAMENTO: M14PESO MÁXIMO: 1,9 KGTIPO DE INTERRUPTOR: BLOQUEÁVELVALORES TOTAIS DE VIBRAÇÃO PARA DESBASTAR SUPERFÍCIES ÁSPERAS: VALOR DE EMISSÃO DE VIBRAÇÕES AH: 7,5 M/S² /  INCERTEZA K: 1,5 M/S² VALORES TOTAIS DE VIBRAÇÃO PARA LIXAR COM FOLHA DE LIXA: VALOR DE EMISSÃO DE VIBRAÇÕES AH: 7,5 M/S ² /  INCERTEZA K: 1,5 M/S² DESBASTAR SUPERFÍCIES ÁSPERAS: VALOR DE EMISSÃO DE VIBRAÇÕES AH: 7,5 M/S ² /  INCERTEZA K: 1,5 M/S² LIXAR COM FOLHA DE LIXA: VALOR DE EMISSÃO DE VIBRAÇÕES AH: 7,5 M/S ² / INCERTEZA K: 1,5 M/S²

3.940,20

3.128,42

Total: 1.297,31

Valor Unit.: 920,88

55.913.536/0001-90

Lance: 401,94

Total Item: 920,88

811,78

Total: 401,94",,WAP,Wf Es01,1.0,UN,920.88,920.88,,,[],,,Ata#1179 - BLL_llm.json
9,"PARAFUSADEIRA ELÉTRICA PORTÁTILTIPO: PARAFUSADEIRA COMPACTA A BATERIA PESO MÁXIMO : 0,9 KG CARREGADOR: BIVOLT RÁPIDO (CARGA COMPLETA EM ATÉ 1 HORA) CONTROLE DE VELOCIDADE: AJUSTÁVEL ILUMINAÇÃO: LUZ DE LED INDICADOR DE BATERIA: INDICAÇÃO DE NÍVEL DE CARGA ERGONOMIA: PUNHO EMBORRACHADO E ERGONÔMICO PARA REDUÇÃO DA FADIGA AUTONOMIA: MÍNIMO 600 PARAFUSAMENTOS POR CARGA (MADEIRA MACIA, Ø3,5 X 35 MM)MANDRIL: APERTO RÁPIDO APLICAÇÕES: PERFURAÇÃO EM MADEIRA: ATÉ 10 MM / PERFURAÇÃO EM AÇO: ATÉ 6 MM / PARAFUSAMENTO: ATÉ 6 MM DE DIÂMETROVELOCIDADE DE ROTAÇÃO: ATÉ 700 RPMACESSÓRIOS INCLUSOS: 1 CARREGADOR / 1 MALETA PLÁSTICA / 1 EXTENSOR UNIVERSAL

Quantidade: 1

Val. Ref.: 559,49

Total Item: 409,84",,WAP,Wf 12k3.2,1.0,UN,409.84,409.84,,,[],,"Item: 9
Unidade: UN
Marca: WAP
Modelo: Wf 12k3.2
Quant.: 1
Total: 409,84
LOTE 9
Num: 420
Lance: 409,84
Descrição:  PARAFUSADEIRA ELÉTRICA PORTÁTILTIPO: PARAFUSADEIRA COMPACTA A BATERIA PESO MÁXIMO : 0,9 KG CARREGADOR: BIVOLT RÁPIDO (CARGA COMPLETA EM ATÉ 1 HORA) CONTROLE DE VELOCIDADE: AJUSTÁVEL ILUMINAÇÃO: LUZ DE LED INDICADOR DE BATERIA: INDICAÇÃO DE NÍVEL DE CARGA ERGONOMIA: PUNHO EMBORRACHADO E ERGONÔMICO PARA REDUÇÃO DA FADIGA AUTONOMIA: MÍNIMO 600 PARAFUSAMENTOS POR CARGA (MADEIRA MACIA, Ø3,5 X 35 MM)MANDRIL: APERTO RÁPIDO APLICAÇÕES: PERFURAÇÃO EM MADEIRA: ATÉ 10 MM / PERFURAÇÃO EM AÇO: ATÉ 6 MM / PARAFUSAMENTO: ATÉ 6 MM DE DIÂMETROVELOCIDADE DE ROTAÇÃO: ATÉ 700 RPMACESSÓRIOS INCLUSOS: 1 CARREGADOR / 1 MALETA PLÁSTICA / 1 EXTENSOR UNIVERSAL

Quantidade: 1

Val. Ref.: 559,49

Total Item: 409,84",Ata#1179 - BLL_llm.json
1,"SERVIÇO DE INSTALAÇÃO E CONFIGURAÇÃO DE SISTEMA DE MONITORAMENTO POR CÂMERAS FIXAS, INCLUINDO A INSTALAÇÃO DE 191 (CENTO E NOVENTA E UMA) CÂMERAS NOVAS E DEMAIS EQUIPAMENTOS (GRAVADORES, NOBREAKS, RACKS, SWITCHES, HDS), CONFORME DETALHADO NO ITEM 4.2. O SERVIÇO INCLUI TODO O CABEAMENTO ESTRUTURADO (REDE E ENERGIA) NECESSÁRIO.",serviço,Serviço,,1.0,UNIDADE,22204.5,22204.5,AFC INFORMATICA & INTERNET LTDA,12.823.984/0001-90,"['Inclui instalação de 191 câmeras fixas, gravadores, nobreaks, racks, switches e HDS, com cabeamento estruturado (rede e energia).', 'SLAs definidos neste termo.']",,"SERVIÇO DE INSTALAÇÃO E CONFIGURAÇÃO DE SISTEMA DE MONITORAMENTO POR CÂMERAS FIXAS, INCLUINDO A INSTALAÇÃO DE 191 (CENTO E NOVENTA E UMA) CÂMERAS NOVAS E DEMAIS EQUIPAMENTOS (GRAVADORES, NOBREAKS, RACKS, SWITCHES, HDS), CONFORME DETALHADO NO ITEM 4.2. O SERVIÇO INCLUI TODO O CABEAMENTO ESTRUTURADO (REDE E ENERGIA) NECESSÁRIO.",Ata#1002 - BLL_llm.json
2,"SERVIÇO CONTÍNUO DE MANUTENÇÃO PREVENTIVA E CORRETIVA PARA O SISTEMA DE CFTV FIXO, ABRANGENDO UM TOTAL DE 287 (DUZENTAS E OITENTA E SETE) CÂMERAS (96 EXISTENTES + 191 NOVAS) E TODOS OS EQUIPAMENTOS ASSOCIADOS, CONFORME SLAS DEFINIDOS NESTE TERMO.",serviço,Serviço,,12.0,Mês,5190.6,62287.2,AFC INFORMATICA & INTERNET LTDA,12.823.984/0001-90,['SLAs definidos neste termo.'],,"SERVIÇO CONTÍNUO DE MANUTENÇÃO PREVENTIVA E CORRETIVA PARA O SISTEMA DE CFTV FIXO, ABRANGENDO UM TOTAL DE 287 (DUZENTAS E OITENTA E SETE) CÂMERAS (96 EXISTENTES + 191 NOVAS) E TODOS OS EQUIPAMENTOS ASSOCIADOS, CONFORME SLAS DEFINIDOS NESTE TERMO.",Ata#1002 - BLL_llm.json
3,"SERVIÇO DE INSTALAÇÃO E CONFIGURAÇÃO DE SISTEMA DE CFTV VEICULAR EM 20 (VINTE) ÔNIBUS ESCOLARES, UTILIZANDO OS KITS DE MONITORAMENTO DETALHADOS NO ITEM 4.2. O SERVIÇO INCLUI A INTEGRAÇÃO COM O SISTEMA DE IGNIÇÃO DOS VEÍCULOS.",serviço,Serviço,,1.0,UNIDADE,13292.7,13292.7,AFC INFORMATICA & INTERNET LTDA,12.823.984/0001-90,['Inclui integração com o sistema de ignição dos veículos.'],,"SERVIÇO DE INSTALAÇÃO E CONFIGURAÇÃO DE SISTEMA DE CFTV VEICULAR EM 20 (VINTE) ÔNIBUS ESCOLARES, UTILIZANDO OS KITS DE MONITORAMENTO DETALHADOS NO ITEM 4.2. O SERVIÇO INCLUI A INTEGRAÇÃO COM O SISTEMA DE IGNIÇÃO DOS VEÍCULOS.",Ata#1002 - BLL_llm.json
4,"SERVIÇO CONTÍNUO DE MANUTENÇÃO PREVENTIVA E CORRETIVA PARA O SISTEMA DE CFTV VEICULAR INSTALADO NOS 20 (VINTE) ÔNIBUS ESCOLARES, CONFORME SLAS DEFINIDOS NESTE TERMO.",serviço,Serviço,,12.0,Mês,1676.3,20115.6,AFC INFORMATICA & INTERNET LTDA,12.823.984/0001-90,['SLAs definidos neste termo.'],,"SERVIÇO CONTÍNUO DE MANUTENÇÃO PREVENTIVA E CORRETIVA PARA O SISTEMA DE CFTV VEICULAR INSTALADO NOS 20 (VINTE) ÔNIBUS ESCOLARES, CONFORME SLAS DEFINIDOS NESTE TERMO.",Ata#1002 - BLL_llm.json
1,"NOTEBOOK, PROCESSADOR: NO MINIMO 15 13ª GERACAO, MEN DDR4/5 8GB / SSD 480NVME, RJ45 E WIFI, SISTEMA OPERACIONAL WINDOWS 10 PRO",produto,ASUS,x1504,8.0,UNIDADE,2880.0,23040.0,LICITAINFO LTDA,52.277.278/0001-04,[],,"NOTEBOOK, PROCESSADOR: NO MINIMO 15 13ª GERACAO, MEN DDR4/5 8GB / SSD 480NVME, RJ45 E WIFI, SISTEMA OPERACIONAL WINDOWS 10 PRO",Ata#1000 - BLL_llm.json
1,"NOBREAK 700VA, TECNOLOGIA SENOIDAL POR APROXIMACAO. ENTRADA BIVOLT / SAIDA 115V. BATERIA 12V INCLUSIVA. CONF. ORCAMENTO...",produto,CR ENERGIA,700BS,5.0,UNIDADE,432.87,2164.35,A FRENTE SOLUÇÕES INTEGRADAS LTDA,36.489.366/0001-13,[],,"NOBREAK 700VA, TECNOLOGIA SENOIDAL POR APROXIMACAO. ENTRADA BIVOLT / SAIDA 115V.",Ata#1000 - BLL_llm.json
1,"SMARTPHONE 128GB 5G 6GB RAM 6,6 CAM TRIPLA + SELFIE 13MP DUAL CHIP",produto,Conforme Edital,Conforme Edital,13.0,UNIDADE,1100.0,14300.0,A FRENTE SOLUÇÕES INTEGRADAS LTDA,36.489.366/0001-13,[],,"SMARTPHONE 128GB 5G 6GB RAM 6,6 CAM TRIPLA + SELFIE 13MP DUAL CHIP",Ata#1000 - BLL_llm.json
1,"SUPORTE UNIVERSAL FIXO, INDICADO PARA TVS PLASMA/3D/LCD/LED COM PESO ATE 100KG E COMPATIVEIS PADRAO DE FIXACAO VESA 75X75, 100X100, CONFORME ORCAMENTO...",produto,MULTIVISÃO,FIXO,5.0,UNIDADE,26.6,133.0,HABITUS DIGITAL COMERCIAL LTDA,41.010.343/0001-14,[],,"SUPORTE UNIVERSAL FIXO, INDICADO PARA TVS PLASMA/3D/LCD/LED COM PESO ATE 100KG E COMPATIVEIS PADRAO DE FIXACAO VESA 75X75, 100X100, CONFORME ORCAMENTO...",Ata#1000 - BLL_llm.json
1,CAIXA CABO DE REDE 100% COBRE CAT 5 E (305 METROS) PADRAO FURUKAWA,produto,SOHO PLUS  CAT5E,SOHO PLUS  CAT5E,3.0,CAIXA,695.7,2087.1,CARVALHO ACESSORIOS PARA MOVEIS LTDA,49.704.499/0002-98,[],,CAIXA CABO DE REDE 100% COBRE CAT 5 E (305 METROS) PADRAO FURUKAWA,Ata#1000 - BLL_llm.json
2,CONECTOR RJ 45 MACHO CAT 5E,produto,FORTREK,FORTREK FK 120E,50.0,UNIDADE,0.4,20.0,CARVALHO ACESSORIOS PARA MOVEIS LTDA,49.704.499/0002-98,[],,CONECTOR RJ 45 MACHO CAT 5E,Ata#1000 - BLL_llm.json
1,"HD EXTERNO 1TB - INTERFACE USB 2.0 / 3.0; VELOCIDADE DE TRANSFERENCIA DE DADOS DE ATE 4,8 GBPS; TEMPERATURA EM FUNCIONAMENTO: 5°C A 35°C.",produto,SEAGATE,STGX1000400,18.0,UNIDADE,257.0,4626.0,,,[],,"HD EXTERNO 1TB - INTERFACE USB 2.0 / 3.0; VELOCIDADE DE TRANSFERENCIA DE DADOS DE ATE 4,8 GBPS; TEMPERATURA EM FUNCIONAMENTO: 5°C A 35°C.",Ata#1000 - BLL_llm.json
2,"HD INTERNO DE ALTA PERFORMANCE 7200RPM ARMAZENAMENTO 2TB INTERFACE: SATA 6.0GB/S FORMATADO DE MEDIDA 3,5",produto,WESTERN DIGITAL,WD20EURX,18.0,UNIDADE,401.15,7220.7,,,[],,"HD INTERNO DE ALTA PERFORMANCE 7200RPM ARMAZENAMENTO 2TB INTERFACE: SATA 6.0GB/S FORMATADO DE MEDIDA 3,5",Ata#1000 - BLL_llm.json
3,HD SATA SSD 240 GB MSI/KINGSTON/WD,produto,FTX,FT240GB,90.0,UNIDADE,121.7,10953.0,,,[],,HD SATA SSD 240 GB MSI/KINGSTON/WD,Ata#1000 - BLL_llm.json
